Gender,Mood,text,description,screenName,,favorited,favoriteCount,replyToSN,created.x,truncated,replyToSID,id.x,replyToUID,statusSource,retweetCount,isRetweet,retweeted,longitude,latitude,statusesCount,followersCount,favoritesCount,friendsCount,url,name,created.y,protected,verified,location,lang,id.y,listedCount,followRequestSent,profileImageUrl
f,1,Se han puesto a aplaudir a las 19:58 a ver si nos relajamos un poco,"17 | Solo quiero jugar al fortnite y ponerme fuerte | A veces dibujo otras no                                                   
🌌 Candado: @Tontadeloscojon 🌌",MenmaSaurio,80,FALSE,1,NA,2020-04-30 18:03:25,FALSE,NA,1255920708481318912,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,FALSE,NA,NA,14974,211,30749,176,https://t.co/XB0ghTxPum,𝐴𝑙𝑒𝑗𝑎𝑛𝑑𝑟𝑎,2018-08-22 21:34:55,FALSE,FALSE,"Barcelona, España",NA,1032380621820252160,6,FALSE,http://pbs.twimg.com/profile_images/1240239457875435521/ImCKnngs_normal.jpg
f,0,Enserio pensaba que ya me había visto todas las mejores series y había perdido la ilusion como cuando conoces al am… https://t.co/vbm5my3zmF,,mireia_mcasas,81,FALSE,0,NA,2020-04-30 18:01:23,TRUE,NA,1255920195224428545,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,FALSE,FALSE,NA,NA,1426,38,2904,68,NA,Mireia M.Casas,2017-10-02 8:22:20,FALSE,FALSE,"Barcelona, España",NA,914767494119862272,0,FALSE,http://pbs.twimg.com/profile_images/1250101259266404354/R_RfRBQn_normal.jpg
f,0,@ierrejon Lo peor es que no se habrá dado cuenta ella porque es mala sin más. Si rectifica será porque le habrán di… https://t.co/THDifSk6nA,,mjgc13,82,FALSE,0,ierrejon,2020-04-30 18:03:03,TRUE,1255918699309142016,1255920615804059649,482389606,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,FALSE,FALSE,NA,NA,1070,17,1919,76,NA,joséphine,2013-01-24 11:38:03,FALSE,FALSE,Barcelona,NA,1116575305,0,FALSE,http://pbs.twimg.com/profile_images/931931005228810240/TVmRuQ0H_normal.jpg
i,0,@mecagoentot1 Me sliding a les teves notificacions de insta quan me la faci https://t.co/mrtDyUnQ6J,"❄️
Art: @Myxtic_art
⭐-_-💧",MyxticSami,83,FALSE,0,mecagoentot1,2020-04-30 18:00:08,FALSE,1255918488339841024,1255919883801571330,1221395686593323008,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,FALSE,NA,NA,8221,64,36445,209,https://t.co/0C7UYPgqGj,⚡,2015-04-16 15:42:16,FALSE,FALSE,"Barcelona, Spain.",NA,3173094867,0,FALSE,http://pbs.twimg.com/profile_images/1245001836999987200/MOBtW_C8_normal.jpg
f,0,"@CyoSann Mmeo, a nosotros nos hicieron comprar un Acer si no teníamos ordenador explícito para las clases y un niño… https://t.co/6yAgP98gw1",BGW💙 {07/10/17} #ImHomer  ~Candado:@lujaaaaaan~,naiara_lujan,84,FALSE,1,CyoSann,2020-04-30 18:01:29,TRUE,1255919212448698369,1255920223292661762,746645451089264640,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,FALSE,NA,NA,20588,742,19296,2750,https://t.co/k5YgagaPqL,Naiara (Nai para algunos),2015-08-17 14:54:16,FALSE,FALSE,"Barcelona, España",NA,3428301910,6,FALSE,http://pbs.twimg.com/profile_images/1196530618424872960/VLjgwQ70_normal.jpg
i,1,Recuerda que tienes herramientas que te pueden ayudar a ser mucho más eficiente en todo el proceso editorial. Así q… https://t.co/Eff37wuJiR,Optimización de conversiones y marketing de contenidos. Hacemos plugins para #WordPress https://t.co/op2Sf3qqCV https://t.co/Gv9XeCxCGM,NelioSoft_ES,85,FALSE,0,NA,2020-04-30 18:00:58,TRUE,NA,1255920092120068098,NA,"<a href=""http://neliosoftware.com/content"" rel=""nofollow"">Nelio Content</a>",0,FALSE,FALSE,NA,NA,22007,968,166,330,https://t.co/MNgXb56rHg,Nelio Software,2013-12-27 12:35:19,FALSE,FALSE,Barcelona,NA,2264285552,171,FALSE,http://pbs.twimg.com/profile_images/743437220950925318/sn4fHhoM_normal.jpg
m,0,Uo! No tenga ni a este ni al chiquitín (Meltan)!  A ver si tengo suerte 🍀 https://t.co/NBjCZToEgu,"Me gusta pensar que escribo y, a veces, ¡incluso lo hago!

📕 In love with stories 📺🎬🎮",Nenec9,86,FALSE,0,NA,2020-04-30 18:04:15,FALSE,NA,1255920916502110209,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,FALSE,FALSE,NA,NA,6360,392,8705,987,https://t.co/Bx0plupaMw,Rubén Carrasco 🏳️‍🌈,2011-05-05 16:25:58,FALSE,FALSE,"Barcelona, España",NA,293589968,17,FALSE,http://pbs.twimg.com/profile_images/1077660670022377472/56CIPREu_normal.jpg
f,1,@mia_mallenn Es que es un PLACER poder mantener un ritmo con la escritura porque la vida te lo permite. Me hace muy… https://t.co/gHsfgqcy6b,Artista de manos pequeñas. Escritora fantasiosa. Madre de plantas y de un perro llamado Ficus 🌱,noleesheep,87,FALSE,0,mia_mallenn,2020-04-30 18:03:48,TRUE,1255920072310300673,1255920803457236992,2749328408,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,FALSE,FALSE,NA,NA,36266,1249,56638,201,https://t.co/zsTK9wuSsj,Noëlle S. 🚀,2011-08-16 14:55:13,FALSE,FALSE,Barcelona,NA,356230113,22,FALSE,http://pbs.twimg.com/profile_images/1237061769606180866/_ncmI9rF_normal.jpg
f,0,@Agualandiaa Yo a los 19 bien cumplidos. Y eso ya en mi época era muy raro (la mayoría de chicas la perfilan a los… https://t.co/hSjohqdifm,"🎗
♀️ AntiTERF, Veget animalista. Antifascista
Sobreviviente de bullying, conviviendo con sus secuelas
#TANV #NVLD #TDA #ADD #Neurodivergente
Estudio psicología",novullpensarmes,88,FALSE,0,Agualandiaa,2020-04-30 18:02:52,TRUE,1255569127651057664,1255920568727154688,1216440713254141952,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,FALSE,NA,NA,18160,355,40373,336,NA,Alba.Escribo mal en ⌨ táctiles x el TANV,2011-02-25 19:08:14,FALSE,FALSE,"Barcelona, Catalunya.",NA,257587967,1,FALSE,http://pbs.twimg.com/profile_images/1243625435327614981/a_VepWb1_normal.jpg
f,-1,@sanidadgob Vamos a ver. Puedo o no puedo salir con mi marido y mi bebé de 2 años? Es increíble. Por favor. Rectificar. Quiero mi familia,"luchadora, constante y serena",nury26bcn,89,FALSE,0,sanidadgob,2020-04-30 18:01:39,FALSE,1255915266229309440,1255920263444692994,232124120,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,FALSE,NA,NA,282,13,15,63,NA,Nuria Ceballos,2011-01-04 13:20:22,FALSE,FALSE,barcelona,NA,233935964,0,FALSE,http://pbs.twimg.com/profile_images/1225421065821790208/WRX9sLzN_normal.jpg
i,1,"Ya tenéis disponible el podcast del programa de hoy, Mitos Musicales con @KupingaMeya ¡Escúchanos ya en… https://t.co/id2pDtbTed","Cada jueves a las 19h🕖 hablamos de música y nos echamos unas risas en @UABradio 
100.3 FM📻",obstinatos,90,FALSE,0,NA,2020-04-30 18:00:38,TRUE,NA,1255920008712110080,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",0,FALSE,FALSE,NA,NA,103,25,10,38,https://t.co/RaTWE6MYgU,Obstinatos,2019-04-15 11:57:55,FALSE,FALSE,Barcelona,NA,1117758950592720896,0,FALSE,http://pbs.twimg.com/profile_images/1121870571397177344/E71U3k7t_normal.png
i,-1,@samusolosamu @josemgg78 @AndreSiso11 @WillyTolerdoo @LluisOrriols El punto de la discusión es si VOX tiene derecho… https://t.co/nV9fU6CIn7,"Those who do not change, are doomed to be forgotten",Omgosh8,91,FALSE,0,samusolosamu,2020-04-30 18:00:19,TRUE,1255908046808776704,1255919929070702593,53429932,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,FALSE,FALSE,NA,NA,5626,43,3159,121,NA,Tarta de Chocolate,2018-02-15 16:30:49,FALSE,FALSE,"Barcelona, España",NA,964175172357054464,1,FALSE,http://pbs.twimg.com/profile_images/1081685678637891585/t-whcbOI_normal.jpg
m,-1,"Me acerco a abrazar a mi sobrina y me dice “hueles mal” y se va...
Odio mi vida",No hablo en serio creo.,orunaic,92,FALSE,0,NA,2020-04-30 18:03:35,FALSE,NA,1255920749975613446,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,FALSE,FALSE,NA,NA,38987,229,33512,323,NA,?,2014-02-23 20:44:34,FALSE,FALSE,"Barcelona, Catalunya",NA,2358486938,4,FALSE,http://pbs.twimg.com/profile_images/1244229182973972481/6E4L5Y0-_normal.jpg
f,-1,"Un fatídico “no te amo” y suspiro. Desde entonces, no volví a ser yo.","💡✨26✨💚 🎩Nunca esperes nada de nadie, es mejor estar sorprendido que decepcionado 👽🍂🪐",p_6gueyby,93,FALSE,0,NA,2020-04-30 18:00:54,FALSE,NA,1255920073870630913,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,FALSE,FALSE,NA,NA,9,1,9,30,NA,Gueyby Paz,2020-04-28 14:50:12,FALSE,FALSE,"Barcelona, España",NA,1255147261962514436,0,FALSE,http://pbs.twimg.com/profile_images/1255151002174386176/SBptEVgA_normal.jpg
m,0,¿Y qué pasa con los que trabajamos de 17.00 a 00.00 y no amanecemos hasta pasadas las 11.00 de la madrugada? ¿Es qu… https://t.co/go9MNUvz7A,Periodista a destiempo. Ahora en Mundo Deportivo y antes en El Periódico de Catalunya. Series muy de vez en cuando en https://t.co/0kdtifF9xe,pepegilvernet,94,FALSE,0,NA,2020-04-30 18:04:22,TRUE,NA,1255920949704232962,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,FALSE,FALSE,NA,NA,5819,746,6989,1283,https://t.co/94os7vyc7k,Pepe Gil-Vernet,2011-01-20 18:31:37,FALSE,FALSE,Barcelona,NA,240777152,19,FALSE,http://pbs.twimg.com/profile_images/378800000562578901/1f33d9547f305dfb8830369087087402_normal.jpeg
m,-1,"@jguaido @ibepacheco Esa FF.AA son parte del problema, esas FF.AA le combran a mi familia $3.5 X 1Lt de Gasolina, e… https://t.co/N4q8qwpG2E",,pepesanchez94,95,FALSE,0,jguaido,2020-04-30 18:01:26,TRUE,1255859740363587591,1255920207740186626,39176902,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,FALSE,NA,NA,15250,710,7857,3233,NA,Jose G. Sanchez,2010-02-02 21:21:21,FALSE,FALSE,"Barcelona, España",NA,110811548,4,FALSE,http://pbs.twimg.com/profile_images/654831530808881152/fa29ZKW6_normal.jpg
f,-1,"HIJOS DE FRUTA. AHORA SE PONE A LLOVER.

Podría haber aprovechado para intentar sacar un Celacanto! ;______________… https://t.co/PYTKJ6EwL4","Lv28 CAT/ES Nintendo 🎮. Llevo los trenes en el corazón, aunque me dedico a la programación. Loveliver 💚 , Otaku, frikadas, etc 🗾 Mi vida en @LalyGebe",PLATA_Quel,96,FALSE,0,NA,2020-04-30 18:00:47,TRUE,NA,1255920047748456449,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,FALSE,FALSE,NA,NA,33413,501,51934,525,https://t.co/FXoTh7123d,PLATAQuel🚞🚇🗾🎌 (Laly),2015-10-28 19:38:21,FALSE,FALSE,"Barcelona, España",NA,4062754517,9,FALSE,http://pbs.twimg.com/profile_images/912775626590969856/jxVCQ39d_normal.jpg
m,-1,Me pone de los putos nervios los atléticos que dicen que oblak es mejor que ter Stegen por tener más porterías a 0.… https://t.co/kN4umStyBT,Econazi | FCB 🇲🇽,putotuiter8,97,FALSE,0,NA,2020-04-30 18:00:25,TRUE,NA,1255919955142496256,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,FALSE,NA,NA,3762,185,6844,288,NA,Don Erik ten Hag,2020-03-11 23:53:40,FALSE,FALSE,"Barcelona, España",NA,1237889414560391168,1,FALSE,http://pbs.twimg.com/profile_images/1255524107048845314/aWmfODyH_normal.jpg
m,1,Acabo de recuperar un antiguo post (De consumos y libertades) de mi blog Meditaciones del día Quim Muñoz -… https://t.co/mrgKSRxppt,"41 años, casado, 5 hijos. Lic. Derecho. Doctor en Ciencias Sociales, Humanas y Jurídicas. Tesis sobre la Metaeconomía de Schumacher. Trabajo en Óptica Andorrana",quimmunoztraver,98,FALSE,0,NA,2020-04-30 18:03:10,TRUE,NA,1255920647777267712,NA,"<a href=""https://www.quimmunoz.com"" rel=""nofollow"">QuimMunozWP</a>",0,FALSE,FALSE,NA,NA,19288,770,150,1756,https://t.co/ib5vGY0Hg8,Quim Muñoz Traver,2011-12-21 4:21:19,FALSE,FALSE,Barcelona,NA,442459292,24,FALSE,http://pbs.twimg.com/profile_images/1033729341048479751/UAg1WtI4_normal.jpg
m,-1,"@lm_negrete @sacedator El ejército rojo avanzó como un martillo hasta Berlín frente a 674 divisiones, por el amor de dios.",Clase trabajadora. La que mueve y transforma el mundo,rabasandratana,99,FALSE,0,rabasandratana,2020-04-30 18:03:24,FALSE,1255917185165332481,1255920702923968512,476628696,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,FALSE,NA,NA,16583,225,16732,619,https://t.co/USzXIFgSlC,David,2012-01-28 10:01:28,FALSE,FALSE,"Barcelona, España",NA,476628696,1,FALSE,http://pbs.twimg.com/profile_images/1245003453455269890/4VBraSB0_normal.jpg
m,-1,"@lm_negrete @sacedator Puedes ser anticomunista, pero evidenciar los datos y números. Es más, la ayuda tardía y, a… https://t.co/Q4JU4QOIYv",Clase trabajadora. La que mueve y transforma el mundo,rabasandratana,100,FALSE,0,rabasandratana,2020-04-30 18:00:41,TRUE,1255917610157424640,1255920020883898368,476628696,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,FALSE,NA,NA,16583,225,16732,619,https://t.co/USzXIFgSlC,David,2012-01-28 10:01:28,FALSE,FALSE,"Barcelona, España",NA,476628696,1,FALSE,http://pbs.twimg.com/profile_images/1245003453455269890/4VBraSB0_normal.jpg
f,-1,voy a dejar de sentirme una payasa por su culpa??? yo digo no,perdona x no cumplir tus expectativas de mierda :(,radikalba,101,FALSE,0,NA,2020-04-30 18:04:17,FALSE,NA,1255920928724258822,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,FALSE,FALSE,NA,NA,41103,3219,13666,181,https://t.co/pBnbXGDh37,alba,2016-07-30 10:38:25,FALSE,FALSE,bcn,NA,759337343035797504,10,FALSE,http://pbs.twimg.com/profile_images/1255516740236316675/rYWRILVE_normal.jpg
f,-1,"antes si, ahora paso de la gente a no ser que sea muy importante para mi o sea una crítica constructiva y hecha des… https://t.co/jHR3g1Ieq1",perdona x no cumplir tus expectativas de mierda :(,radikalba,102,FALSE,0,NA,2020-04-30 18:02:12,TRUE,NA,1255920401630351363,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,FALSE,FALSE,NA,NA,41103,3219,13666,181,https://t.co/pBnbXGDh37,alba,2016-07-30 10:38:25,FALSE,FALSE,bcn,NA,759337343035797504,10,FALSE,http://pbs.twimg.com/profile_images/1255516740236316675/rYWRILVE_normal.jpg
m,0,PERO BUENO A QUIÉN ME ACABO DE ENCONTRAR,"@Sararp16 💍. 
Leo cosas, juego a cosas y hago cosas. Así en general.
Intento de fotógrafo. 
Aupa Athletic. 
Who? 
Miembro de la #PatrullaFriki",RamonHernande99,103,FALSE,0,RamonHernande99,2020-04-30 18:02:50,FALSE,1255920219022929923,1255920562133782530,334130557,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,FALSE,NA,NA,40068,1164,17761,2741,NA,Ramon Bishop Foster Kinney,2011-07-12 16:36:08,FALSE,FALSE,"Esplugues de Llobregat, España",NA,334130557,22,FALSE,http://pbs.twimg.com/profile_images/1162327373691441152/SiduZAaU_normal.jpg
m,0,@AVegaAmaya @JelenGP Me voy a tu casa 😜🤗😻😻😻,"Intentando ser un poco mejor cada día. Sólo tenemos una vida. Ciclismo, baloncesto, balonmano, fútbol...Inquilino habitual del Palau Blaugrana. Géminis.",rtriky71,104,FALSE,1,AVegaAmaya,2020-04-30 18:01:44,FALSE,1255919934833639427,1255920283942137857,846052972098469888,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,FALSE,FALSE,NA,NA,21322,295,60977,750,NA,🖤Ramón Alarcón(🏠)🖤,2013-05-10 15:38:40,FALSE,FALSE,Barcelona,NA,1418414371,4,FALSE,http://pbs.twimg.com/profile_images/1213117692430999554/s0khroIh_normal.jpg
m,0,"@Desvelandorient Me encontré que uno de los autores de ""referencia"" para lo que estudio, cita trabajos inexistentes… https://t.co/yehrtBVANq","Historiador, actualmente doctorando. Investigo la guerra ruso-japonesa de 1904-05. También estudio las relaciones entre Japón y España.",rubenbartolome6,105,FALSE,0,Desvelandorient,2020-04-30 18:02:16,TRUE,1225142498462437378,1255920417518297091,727810394966888448,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,FALSE,FALSE,NA,NA,5180,432,14100,298,https://t.co/j0QxZ7AlOj,Rubén Bartolomé,2015-12-30 11:09:18,FALSE,FALSE,Barcelona,NA,4653093387,5,FALSE,http://pbs.twimg.com/profile_images/1188507049744883712/Qi87lJxQ_normal.jpg
m,1,"Continuamos con las medidas de alivio al confinamiento. 
A partir del sábado se podrá salir a hacer deporte y pasea… https://t.co/Aa8fKvVAN9",Ministro de @sanidadgob Secretari d'Organització i Acció electoral del @socialistes_cat,salvadorilla,106,FALSE,38,NA,2020-04-30 18:00:32,TRUE,NA,1255919982288003073,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",26,FALSE,FALSE,NA,NA,2620,39625,946,379,https://t.co/y8ObSd8fse,Salvador Illa Roca/❤️,2011-01-02 18:17:18,FALSE,TRUE,Barcelona,NA,233240412,324,FALSE,http://pbs.twimg.com/profile_images/1236770749186297863/bm2LODnS_normal.jpg
i,0,El equipo de gobierno del ayuntamiento de Santa coloma sale en bloque a desmentir una FakeNews… https://t.co/EgEjtF0CVt,Medio de Comunicación de Santa Coloma,santakoteve,107,FALSE,0,NA,2020-04-30 18:02:34,TRUE,NA,1255920495804940288,NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,FALSE,FALSE,NA,NA,180,132,36,314,NA,Santakoteve,2020-03-03 17:30:10,FALSE,FALSE,Santa Coloma de Gramenet,NA,1234893787396222983,1,FALSE,http://pbs.twimg.com/profile_images/1234893986151661568/2_H36Uhy_normal.jpg
f,0,"@sekairetro @JuankyGonza @assassinsspain El comentario de arriba hace referencia a lo de no tener un solo personaje, de ahí mi comentario.",Estudiante de enfermería 👩🏼‍⚕️,SaraCH2000s,108,FALSE,0,sekairetro,2020-04-30 18:00:28,FALSE,1255906749170823168,1255919968018972681,4092767061,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,FALSE,FALSE,NA,NA,122,10,22,111,NA,Sara,2020-01-16 6:47:13,FALSE,FALSE,"Barcelona, España",NA,1217699759294754816,0,FALSE,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
m,0,Estoy re feliz porque han traspasado el concierto de Bangtan y a lo mejor voy a VIP con mis amigas ya que seguramen… https://t.co/CwwCwcGvXC,"威神V ♡ NCT¹²⁷ ♡ NCT DREAM
                                  🌱 WayZenNi | NCTzen",sichengdd,109,FALSE,0,NA,2020-04-30 18:04:24,TRUE,NA,1255920954573799430,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,FALSE,NA,NA,144,92,761,130,NA,aռa,2020-02-10 16:15:15,FALSE,FALSE,Barcelona,NA,1226902403619966979,0,FALSE,http://pbs.twimg.com/profile_images/1251659528510279684/DaDXHmCY_normal.jpg
m,0,⭐️ Verdadero o Falso❓ ➽ Las manzanas son mas eficientes que la cafeina para mantener a la gente despierta por la mañana. 🍏☕️😳,"Miller/Millar's groupie 💥 Me gasto el sueldo en comics, manga, fantasía, ciencia ficción, gatetes, chocolate y en todo lo que me dé un respiro 🥤",SindicatoJoe,110,FALSE,0,NA,2020-04-30 18:01:15,FALSE,NA,1255920164912144384,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,FALSE,FALSE,NA,NA,226219,2170,6,2890,https://t.co/N5oiBCJkUP,Sindicato del Bien,2014-12-05 12:54:48,FALSE,FALSE,Barcelona,NA,2906291415,5,FALSE,http://pbs.twimg.com/profile_images/1012014810077286400/uW1YJ407_normal.jpg
f,-1,Rajoy aprobó las bases de un plan ante pandemias seis meses antes de su salida pese a que el ministro Duque dice qu… https://t.co/RDU4lIKdkG,FARMACEUTICA,sjcjsxpsj,111,FALSE,0,NA,2020-04-30 18:01:58,TRUE,NA,1255920344646508544,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,FALSE,FALSE,NA,NA,19704,1425,11302,1220,NA,Sonia Jiménez,2011-12-15 20:25:09,FALSE,FALSE,BARCELONA,NA,437769986,14,FALSE,http://pbs.twimg.com/profile_images/1019699156540182528/5nFvKHv7_normal.jpg
i,-1,"@J_Zaragoza_ Para ti el virus es VOX.  Ves, no eres muy diferente a ellos.",Los separatistas NO son toda Cataluña. Orgulloso Catalán y Español. Un país moderno y plural se consigue trabajando juntos y sin complejos en una España unida.,SomosCatalane,112,FALSE,0,J_Zaragoza_,2020-04-30 18:01:38,FALSE,1255828773032919040,1255920259548282880,715890348569010176,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0,FALSE,FALSE,NA,NA,51168,1288,62769,1076,NA,CatalánEspañol 🇪🇸🇬🇬,2017-09-16 19:07:30,FALSE,FALSE,"Barcelona, España",NA,909131649396482048,15,FALSE,http://pbs.twimg.com/profile_images/1043817375563485184/3N8JEE5T_normal.jpg
f,0,"@arnauew Arnau, jo soc al contrari i estic bastant bé ara també a casa jajajaaj",she/her | 3racha enthusiast • skz ⠀ ⠀⠀ ⠀⠀ ⠀ ⠀⠀ ⠀⠀ ⠀⠀⠀ — #방찬 #최현석 —⠀⠀⠀,strayknkids,113,FALSE,0,arnauew,2020-04-30 18:03:37,FALSE,1255750937945276419,1255920759282769920,1582894291,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,FALSE,NA,NA,80279,2487,23457,2019,https://t.co/W2PGpJSQxu,núria ♡ bang chan,2012-08-22 16:17:23,FALSE,FALSE,"Barcelona, España",NA,773997324,32,FALSE,http://pbs.twimg.com/profile_images/1234589519363629057/6HJsT3XC_normal.jpg
f,1,"Música, fitness, cocina... todos los planes más entretenidos para pasar las horas reunidos en una única cuenta de I… https://t.co/422hwpUsYM",Building the future of gender one Idea Worth Spreading at a time!,TEDxBcnWomen,114,FALSE,0,NA,2020-04-30 18:01:58,TRUE,NA,1255920342893240320,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",0,FALSE,FALSE,NA,NA,3514,4016,3276,2230,https://t.co/0jbTa13Dr6,TEDxBarcelonaWomen,2012-09-17 14:29:03,FALSE,FALSE,Barcelona,NA,829165452,152,FALSE,http://pbs.twimg.com/profile_images/1161012518602661888/90RombIa_normal.png
i,0,"En casa del jugador de hockey hierba Roc Oliva (@RocOliva1)
⏳Cuando esto acabe: “Iré a pasear por la montaña”
👎Lo p… https://t.co/SxX0GAbNwP",El canal temático de Deportes de RTVE,teledeporte,115,FALSE,1,NA,2020-04-30 18:00:00,TRUE,NA,1255919848997216260,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",0,FALSE,FALSE,NA,NA,39902,210843,1290,256,https://t.co/FoiZWA2wub,Teledeporte,2009-04-09 16:15:57,FALSE,TRUE,Barcelona,NA,30012883,2426,FALSE,http://pbs.twimg.com/profile_images/1241856868210880512/wRKClBQN_normal.jpg
f,-1,Madre mía que tontísima soy a veces de verdad,"No eres tú, soy yo.",TheCrazyHare,116,FALSE,1,NA,2020-04-30 18:00:45,FALSE,NA,1255920038105792512,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,FALSE,FALSE,NA,NA,15939,1156,45400,997,https://t.co/LwIoaE5itO,S👽,2013-09-02 11:26:09,FALSE,FALSE,"Barcelona, Catalonia",NA,1722058964,17,FALSE,http://pbs.twimg.com/profile_images/1251957475542269954/wQ61M_0a_normal.jpg
m,-1,"Profe: Adam sabes que lo que pones en el chat yo lo veo?
Niño: en arriba a la derecha no habla
Profe: y la puta gor… https://t.co/RcliGPCndZ",Husband & Human Cali & Momo 🐈 |Peace to the world| 🌎 #bekind #bekindtooneanother,ToniArjona,117,FALSE,0,NA,2020-04-30 18:01:26,TRUE,NA,1255920209749258240,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,FALSE,FALSE,NA,NA,18017,741,677,754,https://t.co/ytuoB81Niu,toɴɪ ɑʀjoɴɑᱼᴘérᴇz,2009-11-18 17:32:08,FALSE,FALSE,"Barcelona, Spain",NA,90916523,6,FALSE,http://pbs.twimg.com/profile_images/1237814714232647686/hkTkqZuC_normal.jpg
m,-1,@NOROBESPIERRE @cuerdodeatar A mí me las hicieron gastar todas para después despedirme.,"No sé si presentarme a unas elecciones o presentarme a Gran Hermano, haga lo que haga lo gano.",TPVenlaNUB3D,118,FALSE,0,NOROBESPIERRE,2020-04-30 18:00:23,FALSE,1255901090492661761,1255919943436193793,729715486418735104,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,FALSE,NA,NA,15054,528,28657,32,NA,Sergi Garcia Puentes,2014-10-09 20:12:34,FALSE,FALSE,"Barcelona, España",NA,2820414591,24,FALSE,http://pbs.twimg.com/profile_images/1254838745137897477/_s4T9dM8_normal.jpg
f,-1,@chiliflu @govern Tu conoces a alguien al q le hayan concedido la de La Generalitat y NO la del Estado? Porq hasta… https://t.co/yU7BGz2SR8,hija de la incertidumbre,veritz77,119,FALSE,0,chiliflu,2020-04-30 18:02:35,TRUE,1255918611211968517,1255920497751138305,134276549,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,FALSE,NA,NA,621,16,158,72,http://t.co/4pDGqhQeuu,Piñata,2012-02-22 20:49:44,FALSE,FALSE,Barcelona,NA,500132850,0,FALSE,http://pbs.twimg.com/profile_images/1846473328/abril_83_normal.jpg
